Date,Open,High,Low,Close,Adj Close,Volume,Stock
3/4/2024,177.529999,180.139999,177.490005,177.580002,177.580002,37381500,AMZN
3/5/2024,176.929993,176.929993,173.300003,174.119995,174.119995,37228300,AMZN
3/6/2024,175.539993,176.460007,173.259995,173.509995,173.509995,32090900,AMZN
3/7/2024,174.830002,177.990005,173.720001,176.820007,176.820007,34063300,AMZN
3/8/2024,176.440002,178.789993,174.330002,175.350006,175.350006,37853500,AMZN
3/11/2024,174.309998,174.470001,171.470001,171.960007,171.960007,28484800,AMZN
3/12/2024,173.5,176.759995,171.979996,175.389999,175.389999,36610600,AMZN
3/13/2024,175.899994,177.619995,175.550003,176.559998,176.559998,30772600,AMZN
3/14/2024,177.690002,179.529999,176.470001,178.75,178.75,43705800,AMZN
3/15/2024,176.639999,177.929993,173.899994,174.419998,174.419998,72115500,AMZN
3/18/2024,175.800003,176.690002,174.279999,174.479996,174.479996,31250700,AMZN
3/19/2024,174.220001,176.089996,173.520004,175.899994,175.899994,26880900,AMZN
3/20/2024,176.139999,178.529999,174.639999,178.149994,178.149994,29947200,AMZN
3/21/2024,179.990005,181.419998,178.149994,178.149994,178.149994,32824300,AMZN
3/22/2024,177.75,179.259995,176.75,178.869995,178.869995,27964100,AMZN
3/25/2024,178.009995,180.990005,177.240005,179.710007,179.710007,29815500,AMZN
3/26/2024,180.149994,180.449997,177.949997,178.300003,178.300003,29659000,AMZN
3/27/2024,179.880005,180,177.309998,179.830002,179.830002,33272600,AMZN
3/28/2024,180.169998,181.699997,179.259995,180.380005,180.380005,38051600,AMZN
4/1/2024,180.789993,183,179.949997,180.970001,180.970001,29174500,AMZN
4/2/2024,179.070007,180.789993,178.380005,180.690002,180.690002,32611500,AMZN
4/3/2024,179.899994,182.869995,179.800003,182.410004,182.410004,31046600,AMZN
4/4/2024,184,185.100006,180,180,180,41624300,AMZN
4/5/2024,182.380005,186.270004,181.970001,185.070007,185.070007,42335200,AMZN
4/8/2024,186.899994,187.289993,184.809998,185.190002,185.190002,39221300,AMZN
4/9/2024,187.240005,187.339996,184.199997,185.669998,185.669998,36546900,AMZN
4/10/2024,182.770004,186.270004,182.669998,185.949997,185.949997,35879200,AMZN
4/11/2024,186.740005,189.770004,185.509995,189.050003,189.050003,40020700,AMZN
4/12/2024,187.720001,188.380005,185.080002,186.130005,186.130005,38554300,AMZN
4/15/2024,187.429993,188.690002,183,183.619995,183.619995,48052400,AMZN
4/16/2024,183.270004,184.830002,182.259995,183.320007,183.320007,32891300,AMZN
4/17/2024,184.309998,184.570007,179.820007,181.279999,181.279999,31359700,AMZN
4/18/2024,181.470001,182.389999,178.649994,179.220001,179.220001,30723800,AMZN
4/19/2024,178.740005,179,173.440002,174.630005,174.630005,55950000,AMZN
4/22/2024,176.940002,178.869995,174.559998,177.229996,177.229996,37924900,AMZN
4/23/2024,178.080002,179.929993,175.979996,179.539993,179.539993,37046500,AMZN
4/24/2024,179.940002,180.320007,176.179993,176.589996,176.589996,34185100,AMZN
4/25/2024,169.679993,173.919998,166.320007,173.669998,173.669998,49249400,AMZN
4/26/2024,177.679993,180.820007,176.130005,179.619995,179.619995,41954611,AMZN
1/26/2024,194.270004,194.759995,191.940002,192.419998,192.174774,44594000,AAPL
1/29/2024,192.009995,192.199997,189.580002,191.729996,191.485657,47145600,AAPL
1/30/2024,190.940002,191.800003,187.470001,188.039993,187.800354,55859400,AAPL
1/31/2024,187.039993,187.100006,184.350006,184.399994,184.164993,55467800,AAPL
2/1/2024,183.990005,186.949997,183.820007,186.860001,186.621872,64885400,AAPL
2/2/2024,179.860001,187.330002,179.25,185.850006,185.613159,102518000,AAPL
2/5/2024,188.149994,189.25,185.839996,187.679993,187.440811,69668800,AAPL
2/6/2024,186.860001,189.309998,186.770004,189.300003,189.058762,43490800,AAPL
2/7/2024,190.639999,191.050003,188.610001,189.410004,189.168625,53439000,AAPL
2/8/2024,189.389999,189.539993,187.350006,188.320007,188.080017,40962000,AAPL
2/9/2024,188.649994,189.990005,188,188.850006,188.850006,45155200,AAPL
2/12/2024,188.419998,188.669998,186.789993,187.149994,187.149994,41781900,AAPL
2/13/2024,185.770004,186.210007,183.509995,185.039993,185.039993,56529500,AAPL
2/14/2024,185.320007,185.529999,182.440002,184.149994,184.149994,54630500,AAPL
2/15/2024,183.550003,184.490005,181.350006,183.860001,183.860001,65434500,AAPL
2/16/2024,183.419998,184.850006,181.669998,182.309998,182.309998,49701400,AAPL
2/20/2024,181.789993,182.429993,180,181.559998,181.559998,53665600,AAPL
2/21/2024,181.940002,182.889999,180.660004,182.320007,182.320007,41529700,AAPL
2/22/2024,183.479996,184.960007,182.460007,184.369995,184.369995,52292200,AAPL
2/23/2024,185.009995,185.039993,182.229996,182.520004,182.520004,45119700,AAPL
2/26/2024,182.240005,182.759995,180.649994,181.160004,181.160004,40867400,AAPL
2/27/2024,181.100006,183.919998,179.559998,182.630005,182.630005,54318900,AAPL
2/28/2024,182.509995,183.119995,180.130005,181.419998,181.419998,48953900,AAPL
2/29/2024,181.270004,182.570007,179.529999,180.75,180.75,136682600,AAPL
3/1/2024,179.550003,180.529999,177.380005,179.660004,179.660004,73488000,AAPL
3/4/2024,176.149994,176.899994,173.789993,175.100006,175.100006,81510100,AAPL
3/5/2024,170.759995,172.039993,169.619995,170.119995,170.119995,95132400,AAPL
3/6/2024,171.059998,171.240005,168.679993,169.119995,169.119995,68587700,AAPL
3/7/2024,169.149994,170.729996,168.490005,169,169,71765100,AAPL
3/8/2024,169,173.699997,168.940002,170.729996,170.729996,76114600,AAPL
3/11/2024,172.940002,174.380005,172.050003,172.75,172.75,60139500,AAPL
3/12/2024,173.149994,174.029999,171.009995,173.229996,173.229996,59825400,AAPL
3/13/2024,172.770004,173.190002,170.759995,171.130005,171.130005,52488700,AAPL
3/14/2024,172.910004,174.309998,172.050003,173,173,72913500,AAPL
3/15/2024,171.169998,172.619995,170.289993,172.619995,172.619995,121664700,AAPL
3/18/2024,175.570007,177.710007,173.520004,173.720001,173.720001,75604200,AAPL
3/19/2024,174.339996,176.610001,173.029999,176.080002,176.080002,55215200,AAPL
3/20/2024,175.720001,178.669998,175.089996,178.669998,178.669998,53423100,AAPL
3/21/2024,177.050003,177.490005,170.839996,171.369995,171.369995,106181300,AAPL
3/22/2024,171.759995,173.050003,170.059998,172.279999,172.279999,71106600,AAPL
3/25/2024,170.570007,171.940002,169.449997,170.850006,170.850006,54288300,AAPL
3/26/2024,170,171.419998,169.580002,169.710007,169.710007,57388400,AAPL
3/27/2024,170.410004,173.600006,170.110001,173.309998,173.309998,60273300,AAPL
3/28/2024,171.75,172.229996,170.509995,171.479996,171.479996,65672700,AAPL
4/1/2024,171.190002,171.25,169.479996,170.029999,170.029999,46240500,AAPL
4/2/2024,169.080002,169.339996,168.229996,168.839996,168.839996,49329500,AAPL
4/3/2024,168.789993,170.679993,168.580002,169.649994,169.649994,47691700,AAPL
4/4/2024,170.289993,171.919998,168.820007,168.820007,168.820007,53704400,AAPL
4/5/2024,169.589996,170.389999,168.949997,169.580002,169.580002,42055200,AAPL
4/8/2024,169.029999,169.199997,168.240005,168.449997,168.449997,37425500,AAPL
4/9/2024,168.699997,170.080002,168.350006,169.669998,169.669998,42451200,AAPL
4/10/2024,168.800003,169.089996,167.110001,167.779999,167.779999,49709300,AAPL
4/11/2024,168.339996,175.460007,168.160004,175.039993,175.039993,91070300,AAPL
4/12/2024,174.259995,178.360001,174.210007,176.550003,176.550003,101593300,AAPL
4/15/2024,175.360001,176.630005,172.5,172.690002,172.690002,73531800,AAPL
4/16/2024,171.75,173.759995,168.270004,169.380005,169.380005,73711200,AAPL
4/17/2024,169.610001,170.649994,168,168,168,50901200,AAPL
4/18/2024,168.029999,168.639999,166.550003,167.039993,167.039993,43122900,AAPL
4/19/2024,166.210007,166.399994,164.080002,165,165,67772100,AAPL
4/22/2024,165.520004,167.259995,164.770004,165.839996,165.839996,48116400,AAPL
4/23/2024,165.350006,167.050003,164.919998,166.899994,166.899994,49537800,AAPL
4/24/2024,166.539993,169.300003,166.210007,169.020004,169.020004,48251800,AAPL
4/25/2024,169.529999,170.610001,168.149994,169.889999,169.889999,50558300,AAPL
4/26/2024,169.869995,171.339996,169.190002,169.300003,169.300003,44456222,AAPL
1/26/2024,152.869995,154.110001,152.800003,153.789993,153.789993,19494500,GOOG
1/29/2024,153.639999,155.199997,152.919998,154.839996,154.839996,20909300,GOOG
1/30/2024,154.009995,155.039993,152.774994,153.050003,153.050003,26578900,GOOG
1/31/2024,145.389999,145.589996,141.550003,141.800003,141.800003,43908600,GOOG
2/1/2024,143.690002,144.619995,142.259995,142.710007,142.710007,25526900,GOOG
2/2/2024,140.889999,143.880005,138.169998,143.539993,143.539993,42116900,GOOG
2/5/2024,144.039993,146.669998,143.910004,144.929993,144.929993,29254400,GOOG
2/6/2024,145.960007,146.740005,144.520004,145.410004,145.410004,21517700,GOOG
2/7/2024,146.119995,147,145.210007,146.679993,146.679993,21436100,GOOG
2/8/2024,146.970001,147.610001,146.419998,147.220001,147.220001,18241300,GOOG
2/9/2024,147.949997,150.695007,147.429993,150.220001,150.220001,21877700,GOOG
2/12/2024,149.539993,150.589996,148.559998,148.729996,148.729996,17236100,GOOG
2/13/2024,146.070007,148.039993,145.110001,146.369995,146.369995,18138500,GOOG
2/14/2024,147.369995,147.830002,145.554993,147.139999,147.139999,16651800,GOOG
2/15/2024,144.460007,144.759995,141.880005,143.940002,143.940002,26724300,GOOG
2/16/2024,144.210007,144.479996,141.520004,141.759995,141.759995,21849700,GOOG
2/20/2024,140.940002,143.328995,140.800003,142.199997,142.199997,18625600,GOOG
2/21/2024,142.639999,143.979996,141.910004,143.839996,143.839996,16499600,GOOG
2/22/2024,146.119995,146.199997,144.009995,145.320007,145.320007,23024700,GOOG
2/23/2024,144.970001,145.955002,144.789993,145.289993,145.289993,14519400,GOOG
2/26/2024,143.449997,143.839996,138.740005,138.75,138.75,33513000,GOOG
2/27/2024,139.410004,140.490005,138.5,140.100006,140.100006,22364000,GOOG
2/28/2024,139.100006,139.279999,136.639999,137.429993,137.429993,30628700,GOOG
2/29/2024,138.350006,139.949997,137.570007,139.779999,139.779999,35485000,GOOG
3/1/2024,139.610001,140,137.975006,138.080002,138.080002,28522000,GOOG
3/4/2024,136.539993,136.630005,132.860001,134.199997,134.199997,43571500,GOOG
3/5/2024,132.740005,134.020004,131.550003,133.779999,133.779999,28447600,GOOG
3/6/2024,134.240005,134.740005,131.949997,132.559998,132.559998,23175200,GOOG
3/7/2024,133.889999,135.820007,132.660004,135.240005,135.240005,24107300,GOOG
3/8/2024,135.035004,138.985001,134.800003,136.289993,136.289993,26472400,GOOG
3/11/2024,137.070007,139.979996,137.070007,138.940002,138.940002,22536400,GOOG
3/12/2024,138.25,140.279999,138.210007,139.619995,139.619995,19019700,GOOG
3/13/2024,140.059998,142.190002,140.009995,140.770004,140.770004,19637000,GOOG
3/14/2024,142.300003,144.729996,141.485001,144.339996,144.339996,36117900,GOOG
3/15/2024,143.410004,144.339996,141.130005,142.169998,142.169998,41025900,GOOG
3/18/2024,149.369995,152.929993,148.139999,148.479996,148.479996,47676700,GOOG
3/19/2024,148.979996,149.619995,147.009995,147.919998,147.919998,17748400,GOOG
3/20/2024,148.789993,149.759995,147.664993,149.679993,149.679993,17730000,GOOG
3/21/2024,150.320007,151.304993,148.009995,148.740005,148.740005,19843900,GOOG
3/22/2024,150.240005,152.559998,150.089996,151.770004,151.770004,19226300,GOOG
3/25/2024,150.949997,151.455994,148.800003,151.149994,151.149994,15114700,GOOG
3/26/2024,151.240005,153.199997,151.029999,151.699997,151.699997,19312700,GOOG
3/27/2024,152.145004,152.690002,150.130005,151.940002,151.940002,16622000,GOOG
3/28/2024,152,152.669998,151.330002,152.259995,152.259995,21105600,GOOG
4/1/2024,151.830002,157,151.649994,156.5,156.5,24469800,GOOG
4/2/2024,154.75,155.990005,153.460007,155.869995,155.869995,17598100,GOOG
4/3/2024,154.919998,156.550003,154.132004,156.369995,156.369995,17266200,GOOG
4/4/2024,155.080002,156.179993,151.880005,151.940002,151.940002,24184800,GOOG
4/5/2024,151.679993,154.839996,151.080994,153.940002,153.940002,16289800,GOOG
4/8/2024,154.014999,156.654999,153.990005,156.139999,156.139999,16641500,GOOG
4/9/2024,157.350006,159.889999,156.639999,158.139999,158.139999,21538100,GOOG
4/10/2024,157.880005,158.160004,156.199997,157.660004,157.660004,16339200,GOOG
4/11/2024,158.339996,161.119995,157.929993,160.789993,160.789993,17841700,GOOG
4/12/2024,159.404999,161.699997,158.600006,159.190002,159.190002,16968200,GOOG
4/15/2024,160.279999,160.830002,156.149994,156.330002,156.330002,21140900,GOOG
4/16/2024,155.639999,157.229996,155.050003,156,156,15413200,GOOG
4/17/2024,157.190002,158.681,156.134995,156.880005,156.880005,16237800,GOOG
4/18/2024,156.925003,158.485001,156.210007,157.460007,157.460007,14016100,GOOG
4/19/2024,157.75,157.990005,153.910004,155.720001,155.720001,20063900,GOOG
4/22/2024,156.009995,159.184998,155.660004,157.949997,157.949997,17243900,GOOG
4/23/2024,158.589996,160.479996,157.964996,159.919998,159.919998,16115400,GOOG
4/24/2024,159.089996,161.389999,158.820007,161.100006,161.100006,19485700,GOOG
4/25/2024,153.360001,158.279999,152.768005,157.949997,157.949997,36197800,GOOG
4/26/2024,175.869995,176.399994,171.399994,173.690002,173.690002,55109185,GOOG
1/26/2024,394.350006,396.790009,391.589996,394.140015,393.72226,13163700,META
1/29/2024,394.98999,402.929993,393.100006,401.019989,400.59494,18742400,META
1/30/2024,403.589996,406.359985,399.570007,400.059998,399.635986,18614700,META
1/31/2024,389,398,387.100006,390.140015,389.726501,20180800,META
2/1/2024,393.940002,400.5,393.049988,394.779999,394.361572,29727100,META
2/2/2024,459.600006,485.959991,453.01001,474.98999,474.486542,84615500,META
2/5/2024,469.880005,471.899994,459.220001,459.410004,458.923065,40832400,META
2/6/2024,464,467.119995,453,454.720001,454.238037,21655200,META
2/7/2024,458,471.519989,456.179993,469.589996,469.092285,23066000,META
2/8/2024,468.320007,470.589996,465.029999,470,469.501862,18815100,META
2/9/2024,472.950012,473.589996,467.470001,468.109985,467.613831,18413100,META
2/12/2024,468.190002,479.149994,466.579987,468.899994,468.403015,19382000,META
2/13/2024,456.869995,467.890015,455.089996,460.119995,459.632324,20916600,META
2/14/2024,467.929993,474.109985,466.089996,473.279999,472.778381,16858400,META
2/15/2024,475.279999,488.619995,472.220001,484.029999,483.516968,24212300,META
2/16/2024,478.109985,478.959991,469.209991,473.320007,472.818329,23306500,META
2/20/2024,469.720001,476.179993,466.559998,471.75,471.25,18015500,META
2/21/2024,466.5,469,461.790009,468.029999,468.029999,12977100,META
2/22/2024,480.23999,489.98999,476.059998,486.130005,486.130005,21625800,META
2/23/2024,488.049988,494.359985,482.350006,484.029999,484.029999,18374300,META
2/26/2024,483.470001,486.140015,480.600006,481.73999,481.73999,12101400,META
2/27/2024,479.980011,487.269989,479.920013,487.049988,487.049988,10809600,META
2/28/2024,485,491.049988,482.75,484.019989,484.019989,12715500,META
2/29/2024,488.440002,491.700012,482.609985,490.130005,490.130005,17732000,META
3/1/2024,492.109985,504.25,491.850006,502.299988,502.299988,16273600,META
3/4/2024,503,504.420013,496.420013,498.190002,498.190002,12324100,META
3/5/2024,495,495.579987,487.890015,490.220001,490.220001,15325300,META
3/6/2024,497.630005,502.970001,494.290009,496.089996,496.089996,11757900,META
3/7/2024,503.279999,519.849976,501.380005,512.190002,512.190002,18586400,META
3/8/2024,514.190002,523.570007,499.350006,505.950012,505.950012,18575200,META
3/11/2024,497.01001,497.320007,476,483.589996,483.589996,20428300,META
3/12/2024,493.26001,502.309998,484.730011,499.75,499.75,15448200,META
3/13/2024,495.390015,500.980011,491.029999,495.570007,495.570007,12090700,META
3/14/2024,500.26001,501.350006,488.160004,491.829987,491.829987,12620000,META
3/15/2024,489.01001,491.829987,481.299988,484.100006,484.100006,29141700,META
3/18/2024,491.910004,497.420013,486.809998,496.980011,496.980011,11755300,META
3/19/2024,488.170013,496.630005,481.279999,496.23999,496.23999,10903100,META
3/20/2024,499.5,508.200012,495.170013,505.519989,505.519989,11711100,META
3/21/2024,514.710022,515.039978,506.01001,507.76001,507.76001,9712500,META
3/22/2024,507,509.970001,504.339996,509.579987,509.579987,8117000,META
3/25/2024,505.790009,507.220001,500.23999,503.019989,503.019989,8380600,META
3/26/2024,505.130005,510,495.209991,495.890015,495.890015,11205400,META
3/27/2024,499.299988,499.890015,488.070007,493.859985,493.859985,9989700,META
3/28/2024,492.839996,492.890015,485.149994,485.579987,485.579987,15212800,META
4/1/2024,487.200012,497.429993,481.779999,491.350006,491.350006,9247000,META
4/2/2024,485.100006,497.529999,484.649994,497.369995,497.369995,11081000,META
4/3/2024,498.929993,507.23999,498.75,506.73999,506.73999,12099200,META
4/4/2024,516.419983,530,510.579987,510.920013,510.920013,26476300,META
4/5/2024,516.859985,530.700012,514.409973,527.340027,527.340027,19242000,META
4/8/2024,529.280029,531.48999,518.890015,519.25,519.25,13260600,META
4/9/2024,522.22998,525.869995,506.73999,516.900024,516.900024,10881400,META
4/10/2024,509.290009,522.559998,505.799988,519.830017,519.830017,11418500,META
4/11/2024,521.109985,523.859985,517.289978,523.159973,523.159973,10369500,META
4/12/2024,517.75,520.190002,509.329987,511.899994,511.899994,11944900,META
4/15/2024,516.719971,518.530029,497.279999,500.230011,500.230011,13512900,META
4/16/2024,498.109985,504.769989,497.109985,499.76001,499.76001,9847900,META
4/17/2024,503.100006,503.160004,487.140015,494.170013,494.170013,12193700,META
4/18/2024,499.820007,512.210022,499.040009,501.799988,501.799988,14808700,META
4/19/2024,502.799988,502.799988,475.730011,481.070007,481.070007,25111000,META
4/22/2024,489.720001,492.01001,473.399994,481.730011,481.730011,17271100,META
4/23/2024,491.25,498.76001,488.970001,496.100006,496.100006,15079200,META
4/24/2024,508.059998,510,484.579987,493.5,493.5,37772700,META
4/25/2024,421.399994,445.769989,414.5,441.380005,441.380005,82890700,META
4/26/2024,441.350006,446.440002,431.970001,443.290009,443.290009,31959129,META
1/26/2024,561.809998,579.640015,558.429993,570.419983,570.419983,12770600,NFLX
1/29/2024,571.349976,578.549988,562.679993,575.789978,575.789978,6905400,NFLX
1/30/2024,567.320007,570.880005,560.820007,562.849976,562.849976,6181800,NFLX
1/31/2024,562.849976,572.150024,562.039978,564.109985,564.109985,4857600,NFLX
2/1/2024,567.02002,572.659973,563.830017,567.51001,567.51001,3174000,NFLX
2/2/2024,564.52002,567.799988,562.369995,564.640015,564.640015,4030800,NFLX
2/5/2024,562.469971,575.75,557.200012,562.059998,562.059998,4143100,NFLX
2/6/2024,564.119995,566.340027,554.369995,555.880005,555.880005,2840300,NFLX
2/7/2024,558.159973,567.799988,554.97998,559.299988,559.299988,4373600,NFLX
2/8/2024,560.549988,563.700012,555.73999,558.530029,558.530029,3175500,NFLX
2/9/2024,565,566,558.099976,561.320007,561.320007,3055700,NFLX
2/12/2024,560.359985,568.440002,557,557.849976,557.849976,3608500,NFLX
2/13/2024,550.799988,559.200012,549,554.52002,554.52002,3511500,NFLX
2/14/2024,567.26001,581.25,564.340027,579.330017,579.330017,5634200,NFLX
2/15/2024,581.909973,593.77002,580.320007,593.460022,593.460022,5220900,NFLX
2/16/2024,596.950012,597,577.460022,583.950012,583.950012,4323600,NFLX
2/20/2024,580.179993,586,569.659973,575.130005,575.130005,3124200,NFLX
2/21/2024,573.51001,575.780029,567.320007,573.349976,573.349976,2281100,NFLX
2/22/2024,582.75,590.849976,578.890015,588.469971,588.469971,3526600,NFLX
2/23/2024,586.400024,592.429993,579.820007,583.559998,583.559998,2568900,NFLX
2/26/2024,583.559998,590.75,583.27002,587.650024,587.650024,2393700,NFLX
2/27/2024,595,605.359985,592.330017,601.669983,601.669983,4489400,NFLX
2/28/2024,595.789978,598.169983,590.01001,596.47998,596.47998,2605200,NFLX
2/29/2024,604.25,604.52002,595.159973,602.919983,602.919983,3572100,NFLX
3/1/2024,599.809998,620.280029,599.5,619.340027,619.340027,4264200,NFLX
3/4/2024,621.559998,624.419983,615.080017,615.830017,615.830017,3020300,NFLX
3/5/2024,610.099976,610.909973,592,598.5,598.5,3849600,NFLX
3/6/2024,602.98999,607.929993,593.559998,597.690002,597.690002,2469600,NFLX
3/7/2024,599.340027,610.530029,595.900024,608.51001,608.51001,2742800,NFLX
3/8/2024,608.27002,616.090027,600.840027,604.820007,604.820007,2774600,NFLX
3/11/2024,608.080017,611,600.369995,600.929993,600.929993,2500900,NFLX
3/12/2024,600.210022,615.299988,596.27002,611.080017,611.080017,2821600,NFLX
3/13/2024,613.369995,614.849976,607.210022,609.450012,609.450012,2192100,NFLX
3/14/2024,615,620.799988,607.349976,613.01001,613.01001,3120500,NFLX
3/15/2024,622.919983,622.919983,603.820007,605.880005,605.880005,6670900,NFLX
3/18/2024,613.559998,627.409973,610.450012,618.390015,618.390015,3344200,NFLX
3/19/2024,615.619995,621.280029,608,620.73999,620.73999,2142600,NFLX
3/20/2024,619.950012,629.51001,618.340027,627.690002,627.690002,2639500,NFLX
3/21/2024,630.650024,634.359985,622.330017,622.710022,622.710022,2507700,NFLX
3/22/2024,624.159973,629.049988,621,628.01001,628.01001,2134100,NFLX
3/25/2024,627.900024,630.460022,623.159973,627.460022,627.460022,1803300,NFLX
3/26/2024,625.200012,634.390015,619.179993,629.23999,629.23999,2804500,NFLX
3/27/2024,629.01001,631.349976,610.72998,613.530029,613.530029,2628300,NFLX
3/28/2024,614.98999,615,601.590027,607.330017,607.330017,3708800,NFLX
4/1/2024,608,615.109985,605.570007,614.309998,614.309998,2115900,NFLX
4/2/2024,611,615.030029,605.51001,614.210022,614.210022,2029200,NFLX
4/3/2024,612.75,630.409973,611.5,630.080017,630.080017,2931200,NFLX
4/4/2024,633.210022,638,616.580017,617.140015,617.140015,3064300,NFLX
4/5/2024,624.919983,637.909973,622.710022,636.179993,636.179993,3372800,NFLX
4/8/2024,636.390015,639,628.109985,628.409973,628.409973,2145700,NFLX
4/9/2024,631.98999,631.98999,615.630005,618.200012,618.200012,2146600,NFLX
4/10/2024,610.969971,620.140015,609.340027,618.580017,618.580017,2806200,NFLX
4/11/2024,624.419983,631.659973,617.23999,628.780029,628.780029,2662700,NFLX
4/12/2024,628.22998,633.119995,618.919983,622.830017,622.830017,2956500,NFLX
4/15/2024,630.169983,630.169983,603.869995,607.150024,607.150024,3085400,NFLX
4/16/2024,607.5,622.450012,607.5,617.52002,617.52002,3519100,NFLX
4/17/2024,620.969971,620.969971,607.710022,613.690002,613.690002,3312200,NFLX
4/18/2024,612.099976,621.330017,605.429993,610.559998,610.559998,8468400,NFLX
4/19/2024,567.880005,579,552.159973,555.039978,555.039978,16425000,NFLX
4/22/2024,550.659973,558.609985,542.01001,554.599976,554.599976,8597700,NFLX
4/23/2024,556.48999,579.210022,555.280029,577.75,577.75,4975500,NFLX
4/24/2024,574.309998,576.909973,551.299988,555.119995,555.119995,5355300,NFLX
4/25/2024,549.460022,566.539978,545.710022,564.799988,564.799988,3807100,NFLX
4/26/2024,558.849976,562.919983,553.190002,561.22998,561.22998,4304002,NFLX
